drug_name,condition
CITICOLINE SODIUM,drug dependence
BERMEKIMAB,acne
AMINOLEVULINIC ACID HYDROCHLORIDE,acne
OXALIPLATIN,stomach neoplasm
DIMETHYL SULFOXIDE,contracture
EZETIMIBE,atherosclerosis
SIMVASTATIN,atherosclerosis
MAGNESIUM SULFATE,premature birth
RETOSIBAN,premature birth
ZOLEDRONIC ACID,menopause
VATELIZUMAB,relapsing-remitting multiple sclerosis
GLATIRAMER ACETATE,relapsing-remitting multiple sclerosis
RITUXIMAB,relapsing-remitting multiple sclerosis
ALEMTUZUMAB,relapsing-remitting multiple sclerosis
CLADRIBINE,relapsing-remitting multiple sclerosis
FENTANYL,bone fracture
RONACALERET,bone fracture
"LACTOSE, ANHYDROUS",gastroesophageal reflux disease
FLUTICASONE FUROATE,seasonal allergic rhinitis
BEPOTASTINE,seasonal allergic rhinitis
LATANOPROST,open-angle glaucoma
TRALOKINUMAB,alopecia areata
ENTECAVIR,hepatitis B virus infection
TELBIVUDINE,hepatitis B virus infection
OMEGA-3-ACID ETHYL ESTERS,Hypertriglyceridemia
ICOSAPENT,Hypertriglyceridemia
CANAKINUMAB,Abdominal Aortic Aneurysm
INTERFERON,chronic hepatitis C virus infection
RESLIZUMAB,eosinophilic esophagitis
CYCLOPHOSPHAMIDE,focal segmental glomerulosclerosis
GALACTOSE,focal segmental glomerulosclerosis
TELBIVUDINE,chronic hepatitis B virus infection
TENOFOVIR DISOPROXIL FUMARATE,chronic hepatitis B virus infection
ENTECAVIR,chronic hepatitis B virus infection
CLEVUDINE,chronic hepatitis B virus infection
MIRTAZAPINE,heroin dependence
MINOCYCLINE,obsessive-compulsive disorder
CYCLOSERINE,obsessive-compulsive disorder
HYDROXYCHLOROQUINE SULFATE,interstitial lung disease
CISPLATIN,nasopharyngeal neoplasm
NIMOTUZUMAB,nasopharyngeal neoplasm
CYCLOPHOSPHAMIDE,nephrotic syndrome
ECULIZUMAB,neuromyelitis optica
BMS-582949,vascular disease
METFORMIN,peripheral arterial disease
FERRIC CARBOXYMALTOSE,restless legs syndrome
SOTATERCEPT,anemia (phenotype)
FERRIC CARBOXYMALTOSE,anemia (phenotype)
IRON SUCROSE,anemia (phenotype)
FERROUS SULFATE,anemia (phenotype)
LENALIDOMIDE,anemia (phenotype)
DEFERASIROX,anemia (phenotype)
MEBENDAZOLE,anemia (phenotype)
NAPROXEN,gout
DEUTETRABENAZINE,movement disorder
CISPLATIN,upper aerodigestive tract neoplasm
CALCIUM CARBONATE,colonic neoplasm
MYCOPHENOLATE MOFETIL,acute graft vs. host disease
ILAPRAZOLE,duodenal ulcer
PROPOFOL,insomnia
ATAGABALIN,insomnia
MELATONIN,insomnia
ESMIRTAZAPINE,insomnia
RITUXIMAB,anti-neutrophil antibody associated vasculitis
DEXAMETHASONE,post operative nausea and vomiting
DEXMEDETOMIDINE,post operative nausea and vomiting
MEGLUMINE ANTIMONATE,cutaneous Leishmaniasis
MOTAVIZUMAB,congenital heart disease
IMAGABALIN,anxiety
PAROXETINE,anxiety
LYSERGIDE,anxiety
EPHEDRINE,hypotension
MIDODRINE HYDROCHLORIDE,orthostatic hypotension
MINOCYCLINE,intracerebral hemorrhage
LOSMAPIMOD,acute coronary syndrome
OTAMIXABAN,acute coronary syndrome
CITALOPRAM,acute coronary syndrome
FLUOXETINE,fibromyalgia
MILNACIPRAN,fibromyalgia
ONABOTULINUMTOXINA,neuropathic pain
CANNABINOL,neuropathic pain
PF-03654764,allergic rhinitis
ASCORBIC ACID,non-Hodgkins lymphoma
PALBOCICLIB,non-Hodgkins lymphoma
SODIUM CHLORIDE,Herpes Zoster
LEVOSIMENDAN,septic shock
BEPOTASTINE,allergic conjunctivitis
CYCLOSPORINE,allergic conjunctivitis
ALCAFTADINE,allergic conjunctivitis
VELTUZUMAB,autoimmune thrombocytopenic purpura
ROMIPLOSTIM,autoimmune thrombocytopenic purpura
DANAZOL,autoimmune thrombocytopenic purpura
ATENOLOL,hemangioma
DEXAMETHASONE,acute respiratory distress syndrome
SOYBEAN OIL,acute respiratory distress syndrome
MINOCYCLINE,rosacea
AMINOPHYLLINE,altitude sickness
BUDESONIDE,altitude sickness
INCOBOTULINUMTOXINA,trigeminal neuralgia
VIXOTRIGINE,trigeminal neuralgia
ACYCLOVIR SODIUM,Herpes Labialis
ACYCLOVIR,Herpes Labialis
CEFAZOLIN SODIUM,Inguinal hernia
MITOMYCIN,Myopia
CARISBAMATE,Seizure
SODIUM CHLORIDE,Acute kidney injury
DANTROLENE,Fever
SMALLPOX VACCINE,Fever
ELSIGLUTIDE,Diarrhea
LACTULOSE,Constipation
POLIDOCANOL,Varicose veins
PITAVASTATIN,Hypercholesterolemia
FASINUMAB,Sciatica
PLACULUMAB,Sciatica
GUAIFENESIN,Cough
DEXMEDETOMIDINE,Cough
CLADRIBINE,Histiocytosis
IDARUCIZUMAB,hemorrhage
CATRIDECACOG,hemorrhage
ACETAMINOPHEN,hemorrhage
FIBRIN,hemorrhage
ALGLUCOSIDASE ALFA,Glycogen storage disease due to acid maltase deficiency
BAFETINIB,chronic lymphocytic leukemia
BUPARLISIB,chronic lymphocytic leukemia
LUCATUMUMAB,chronic lymphocytic leukemia
FILGRASTIM,neoplasm of mature B-cells
IBRUTINIB,neoplasm of mature B-cells
MODAFINIL,Ewing sarcoma
BUSULFAN,Ewing sarcoma
CENICRIVIROC,HIV-1 infection
PACLITAXEL,head and neck squamous cell carcinoma
VALPROIC ACID,head and neck squamous cell carcinoma
TIVOZANIB,hepatocellular carcinoma
DASATINIB,hepatocellular carcinoma
CIXUTUMUMAB,hepatocellular carcinoma
TALAPORFIN SODIUM,hepatocellular carcinoma
ENTECAVIR,hepatocellular carcinoma
PEMBROLIZUMAB,Hodgkins lymphoma
RAMIPRIL,metabolic syndrome
METFORMIN,metastatic prostate cancer
VOLASERTIB,myelodysplastic syndrome
DEXAMETHASONE,acute lymphoblastic leukemia
GILTERITINIB,acute myeloid leukemia
RAMUCIRUMAB,adenocarcinoma
HEPARIN SODIUM,aortic stenosis
SERTACONAZOLE,atopic eczema
OMALIZUMAB,atopic eczema
FLUTICASONE PROPIONATE,atopic eczema
LEBRIKIZUMAB,atopic eczema
SYRUP,atopic eczema
OMEGA-3-ACID ETHYL ESTERS,atrial fibrillation
DEXLANSOPRAZOLE,Barrett's esophagus
TALAPORFIN SODIUM,benign prostatic hyperplasia
CISPLATIN,breast carcinoma
PEMBROLIZUMAB,breast carcinoma
HUHMFG1,breast carcinoma
GOSERELIN,breast carcinoma
AMELUBANT,chronic obstructive pulmonary disease
OXYGEN,chronic obstructive pulmonary disease
TETOMILAST,chronic obstructive pulmonary disease
AZD3199,chronic obstructive pulmonary disease
CHOLECALCIFEROL,chronic obstructive pulmonary disease
TESAMORELIN,chronic obstructive pulmonary disease
ABEDITEROL,chronic obstructive pulmonary disease
LIPASE (PANCRELIPASE),chronic pancreatitis
LIXIVAPTAN,congestive heart failure
DRONEDARONE,congestive heart failure
NITAZOXANIDE,Crohn's disease
REMESTEMCEL-L,Crohn's disease
CLARITHROMYCIN,Crohn's disease
SARGRAMOSTIM,cutaneous melanoma
ALDESLEUKIN,cutaneous melanoma
TEMOZOLOMIDE,cutaneous melanoma
PAZOPANIB HYDROCHLORIDE,cutaneous melanoma
DACARBAZINE,cutaneous melanoma
HUMAN IMMUNOGLOBULIN G,dermatomyositis
GLUCAGON,diabetes mellitus
SEMAGLUTIDE,diabetes mellitus
ECULIZUMAB,diabetes mellitus
XYLITOL,diabetes mellitus
BARICITINIB,diabetic nephropathy
VATALANIB,diffuse large B-cell lymphoma
OXALIPLATIN,gastric adenocarcinoma
LOMUSTINE,glioblastoma multiforme
BUPARLISIB,glioblastoma multiforme
MENTHOL,hypertension
MELATONIN,hypertension
MYCOPHENOLATE MOFETIL,hypertension
MINOCYCLINE,hypertension
SPARSENTAN,hypertension
SIMVASTATIN,hypertension
LEVOFLOXACIN,infection
PEXIGANAN,infection
RITONAVIR,infection
CEFTAROLINE FOSAMIL,infection
OXYGEN,infection
POVIDONE-IODINE,infection
CEFAZOLIN,infection
ALCOHOL,infection
ICLAPRIM,infection
CIDOFOVIR,infection
MARAVIROC,infection
HEPARIN SODIUM,infection
DORNASE ALFA,infection
ITRACONAZOLE,infection
ENCLOMIPHENE CITRATE,infertility
BARUSIBAN,infertility
MEDROXYPROGESTERONE ACETATE,infertility
ULINASTATIN,injury
SUFENTANIL,injury
ASCORBIC ACID,injury
ACETYLCYSTEINE,injury
ASPIRIN,injury
ASIMADOLINE,irritable bowel syndrome
EMICERFONT,irritable bowel syndrome
CYCLOPHOSPHAMIDE,leukemia
DASATINIB,lymphoma
METHOTREXATE,lymphoma
GALIXIMAB,lymphoma
ENZASTAURIN,lymphoma
SODIUM PHENYLBUTYRATE,lymphoma
BELINOSTAT,lymphoma
IXAZOMIB CITRATE,lymphoma
COLCHICINE,myocardial infarction
SODIUM CHLORIDE,myocardial infarction
ENOXAPARIN SODIUM,myocardial infarction
OMEGA-3-ACID ETHYL ESTERS,myocardial infarction
MELATONIN,neoplasm
CEFAZOLIN SODIUM,neoplasm
ONARTUZUMAB,neoplasm
GLASDEGIB,neoplasm
CYCLOPHOSPHAMIDE,neoplasm
LENALIDOMIDE,neoplasm
QUIZARTINIB,neoplasm
LINSITINIB,neoplasm
METFORMIN,neoplasm
ALVOCIDIB,neoplasm
FEDRATINIB,neoplasm
MM-121,neoplasm
SELUMETINIB,neoplasm
AFURESERTIB,neoplasm
TIVANTINIB,neoplasm
ALISERTIB,neoplasm
TAPENTADOL,neoplasm
ELESCLOMOL,neoplasm
ASCRINVACUMAB,neoplasm
ONTUXIZUMAB,neoplasm
ALCOHOL,neuroblastoma
VANDETANIB,neuroblastoma
LEUCOVORIN CALCIUM,osteosarcoma
SARACATINIB,osteosarcoma
TETRACYCLINE,periodontitis
TRAFERMIN,periodontitis
INDOCYANINE GREEN,periodontitis
METRONIDAZOLE,periodontitis
CYCLOSPORINE,periodontitis
MINOCYCLINE,periodontitis
ACETYLCYSTEINE,polycystic ovary syndrome
FOLIC ACID,polycystic ovary syndrome
METFORMIN,prostate adenocarcinoma
CINACALCET HYDROCHLORIDE,prostate adenocarcinoma
ITRACONAZOLE,prostate adenocarcinoma
IXABEPILONE,prostate adenocarcinoma
VOCLOSPORIN,psoriasis
SIPLIZUMAB,psoriasis
PONESIMOD,psoriasis
TOREFORANT TARTRATE,psoriasis
RIBOFLAVIN,psoriasis
MITOMYCIN,pterygium
TIVOZANIB,renal cell carcinoma
NIVOLUMAB,renal cell carcinoma
RAMUCIRUMAB,renal cell carcinoma
SEMAXANIB,renal cell carcinoma
DIGOXIN,rheumatoid arthritis
TABALUMAB,rheumatoid arthritis
TRANILAST,rheumatoid arthritis
DECERNOTINIB,rheumatoid arthritis
MAVRILIMUMAB,rheumatoid arthritis
OTELIXIZUMAB,rheumatoid arthritis
SIRUKUMAB,rheumatoid arthritis
THALIDOMIDE,sarcoma
AMUVATINIB,small cell lung carcinoma
TEMOZOLOMIDE,small cell lung carcinoma
DASATINIB,small cell lung carcinoma
IBUPROFEN,spondyloarthropathy
MODAFINIL,stroke
NIMODIPINE,stroke
HEPARIN SODIUM,stroke
ENECADIN,stroke
ALBUMIN HUMAN,subarachnoid hemorrhage
POMALIDOMIDE,systemic scleroderma
ASOPRISNIL,uterine fibroid
TRANEXAMIC ACID,uterine fibroid
VATALANIB,melanoma
VALPROIC ACID,melanoma
VELEDIMEX,melanoma
LENALIDOMIDE,melanoma
DOVITINIB,melanoma
TESETAXEL,melanoma
ELVUCITABINE,HIV infection
RIBAVIRIN,HIV infection
IBALIZUMAB,HIV infection
ALOVUDINE,HIV infection
LENALIDOMIDE,HIV infection
FOLIC ACID,HIV infection
MINOCYCLINE,HIV infection
VORICONAZOLE,HIV infection
SAQUINAVIR,HIV infection
EMTRICITABINE,HIV infection
RALTEGRAVIR POTASSIUM,HIV infection
EFAVIRENZ,AIDS
DEFACTINIB HYDROCHLORIDE,malignant pleural mesothelioma
ASCRINVACUMAB,malignant pleural mesothelioma
PEGARGIMINASE,malignant pleural mesothelioma
ACYCLOVIR SODIUM,cytomegalovirus infection
MARIBAVIR,cytomegalovirus infection
GOSERELIN,endometriosis
RELUGOLIX,endometriosis
ELAGOLIX,endometriosis
TANEZUMAB,endometriosis
ATOVAQUONE,malaria
RABIES VACCINE,malaria
INSULIN HUMAN,obesity
ACETAMINOPHEN,morbid obesity
DOXORUBICIN,ovarian carcinoma
DEXAMETHASONE,ovarian carcinoma
ACETYLCYSTEINE,post-traumatic stress disorder
POMAGLUMETAD METHIONIL ANHYDROUS,post-traumatic stress disorder
BERAPROST SODIUM,pulmonary arterial hypertension
UNOPROSTONE ISOPROPYL,age-related macular degeneration
VATALANIB,multiple myeloma
DOVITINIB,multiple myeloma
THALIDOMIDE,multiple myeloma
CLARITHROMYCIN,multiple myeloma
LUCATUMUMAB,multiple myeloma
POMALIDOMIDE,multiple myeloma
CELECOXIB,cervical adenocarcinoma
BARDOXOLONE METHYL,liver disease
TELAPREVIR,liver disease
PRELADENANT,liver disease
NORFLOXACIN,cirrhosis of liver
ALCOHOL,cirrhosis of liver
ALVOCIDIB,lymphoid neoplasm
HYDROXYETHYL STARCH 130/0.4,coronary artery disease
METFORMIN,prostate carcinoma
PACRITINIB,primary myelofibrosis
NITROGEN,actinic keratosis
IDELALISIB,pancreatic ductal adenocarcinoma
NALTREXONE,cocaine dependence
CYCLOSERINE,cocaine dependence
BUPRENORPHINE,cocaine dependence
SODIUM CHLORIDE,cocaine dependence
IROFULVEN,pancreatic carcinoma
MOGAMULIZUMAB,Cutaneous T-cell lymphoma
TELAPREVIR,hepatitis C virus infection
MIRAVIRSEN,hepatitis C virus infection
BOCEPREVIR,hepatitis C virus infection
CONATUMUMAB,non-small cell lung carcinoma
INDOCYANINE GREEN,non-small cell lung carcinoma
CARBOPLATIN,non-small cell lung carcinoma
METFORMIN,non-small cell lung carcinoma
TEMOZOLOMIDE,non-small cell lung carcinoma
NERATINIB,non-small cell lung carcinoma
SELUMETINIB,non-small cell lung carcinoma
RIFAMPIN,non-small cell lung carcinoma
MINOCYCLINE,non-small cell lung carcinoma
ETOPOSIDE,non-small cell lung carcinoma
ZALUTUMUMAB,non-small cell lung carcinoma
MIRDAMETINIB,non-small cell lung carcinoma
EXENATIDE,non-alcoholic fatty liver disease
GLUTAMINE,peripheral neuropathy
CEFTOLOZANE,urinary tract infection
CRANBERRY LIQUID PREPARATION,urinary tract infection
ERTAPENEM SODIUM,urinary tract infection
LEFAMULIN,pneumonia
AMOXICILLIN,pneumonia
FAROPENEM,pneumonia
LEVOFLOXACIN,pneumonia
ASCORBIC ACID,pneumonia
OCTANOIC ACID,essential tremor
DEXTROSE,heart failure
SERELAXIN,heart failure
VEPOLOXAMER,heart failure
ROLOFYLLINE,heart failure
DIGOXIN,heart failure
FINERENONE,heart failure
FERRIC CARBOXYMALTOSE,heart failure
ACETYLCYSTEINE,autism
CYCLOSERINE,autism
PREGNENOLONE SUCCINATE,autism
FLUOXETINE,autism
ACETYLCYSTEINE,nicotine dependence
MEMANTINE,nicotine dependence
SIMVASTATIN,diabetic retinopathy
SECUKINUMAB,Behcet's syndrome
INFLIXIMAB,Behcet's syndrome
RIGOSERTIB,refractory anemia with excess blasts
PENTOSAN POLYSULFATE SODIUM,prostatitis
SODIUM CHLORIDE,brain neoplasm
NIVOLUMAB,brain neoplasm
CYCLOPHOSPHAMIDE,chronic progressive multiple sclerosis
DIMETHYL FUMARATE,chronic progressive multiple sclerosis
ROFECOXIB,pain
RALFINAMIDE,pain
MIRABEGRON,pain
PHYSOSTIGMINE,pain
IBUDILAST,pain
ARZOXIFENE,postmenopausal osteoporosis
MERCAPTOPURINE,colitis
INFLIXIMAB,colitis
CARNITINE,intermittent vascular claudication
LIRAGLUTIDE,sleep apnea
CYCLOSERINE,sleep apnea
RIFAXIMIN,chronic kidney disease
ERAVACYCLINE,chronic kidney disease
ASPIRIN,chronic kidney disease
ACETYLCYSTEINE,chronic kidney disease
BASILIXIMAB,chronic kidney disease
OSELTAMIVIR,chronic kidney disease
SODIUM BICARBONATE,chronic kidney disease
ICODEXTRIN,chronic kidney disease
DAPSONE,acne
CLASCOTERONE,acne
HEPARIN SODIUM,deep vein thrombosis
DALFAMPRIDINE,obstructive sleep apnea
ARMODAFINIL,obstructive sleep apnea
DEXMEDETOMIDINE,obstructive sleep apnea
TESTOSTERONE,menopause
MELATONIN,relapsing-remitting multiple sclerosis
GUANABENZ,relapsing-remitting multiple sclerosis
DIRUCOTIDE,relapsing-remitting multiple sclerosis
TABALUMAB,relapsing-remitting multiple sclerosis
PREDNISOLONE,aphthous ulcer
ILAPRAZOLE,gastroesophageal reflux disease
PRANLUKAST,seasonal allergic rhinitis
FERRIC CARBOXYMALTOSE,hip fracture
ERGOCALCIFEROL,hip fracture
"LIPOIC ACID, ALPHA",carpal tunnel syndrome
GINKGO,open-angle glaucoma
SECUKINUMAB,alopecia areata
ITRACONAZOLE,basal cell carcinoma
BLISIBIMOD,IGA glomerulonephritis
FENOFIBRATE,Hypertriglyceridemia
VOLANESORSEN,Hypertriglyceridemia
CYCLOSPORINE,chronic hepatitis C virus infection
ALISPORIVIR,chronic hepatitis C virus infection
BECLABUVIR,chronic hepatitis C virus infection
FRESOLIMUMAB,focal segmental glomerulosclerosis
ADEFOVIR,chronic hepatitis B virus infection
APREPITANT,heroin dependence
ACETYLCYSTEINE,obsessive-compulsive disorder
OCTREOTIDE,carcinoid tumor
BEVACIZUMAB,carcinoid tumor
CELECOXIB,nasopharyngeal neoplasm
PEMBROLIZUMAB,nasopharyngeal neoplasm
CARBON DIOXIDE,panic disorder
ESCITALOPRAM OXALATE,panic disorder
CILOSTAZOL,peripheral arterial disease
VANCOMYCIN,sclerosing cholangitis
MITOMYCIN,sclerosing cholangitis
CEFAZOLIN,cardiac arrhythmia
IRON DEXTRAN,anemia (phenotype)
PEGLOTICASE,gout
OXYGEN,sudden cardiac arrest
BASILIXIMAB,acute graft vs. host disease
CEBRANOPADOL,"osteoarthritis, knee"
ESMIRTAZAPINE MALEATE,insomnia
NELOTANSERIN,insomnia
CITICOLINE SODIUM,methamphetamine dependence
CHLORDIAZEPOXIDE,alcohol withdrawal
SODIUM CHLORIDE,post operative nausea and vomiting
EPROTIROME,familial hypercholesterolemia
OFLOXACIN,Otitis media
MILTEFOSINE,cutaneous Leishmaniasis
DEXAMETHASONE,congenital heart disease
LEVOSIMENDAN,congenital heart disease
DEXMEDETOMIDINE,congenital heart disease
SODIUM CHLORIDE,hypotension
NIACIN,psychosis
LIGELIZUMAB,urticaria
IBUDILAST,opioid dependence
ITRACONAZOLE,neuropathic pain
RALFINAMIDE,neuropathic pain
TAPENTADOL,neuropathic pain
LOSMAPIMOD,neuropathic pain
SYRUP,allergic rhinitis
LORATADINE,allergic rhinitis
BENDAMUSTINE HYDROCHLORIDE,non-Hodgkins lymphoma
DOXORUBICIN,non-Hodgkins lymphoma
FILGRASTIM,non-Hodgkins lymphoma
HEPARIN SODIUM,septic shock
TRYPTOPHAN,male breast carcinoma
SARGRAMOSTIM,male breast carcinoma
VORINOSTAT,male breast carcinoma
TEMSIROLIMUS,male breast carcinoma
PAZOPANIB HYDROCHLORIDE,male breast carcinoma
LOTEPREDNOL ETABONATE,allergic conjunctivitis
KETOTIFEN FUMARATE,allergic conjunctivitis
OXYMETAZOLINE HYDROCHLORIDE,allergic conjunctivitis
ELTROMBOPAG OLAMINE,autoimmune thrombocytopenic purpura
CLEMASTINE,optic neuritis
PREDNISOLONE,hemangioma
ACEBUTOLOL,hemangioma
AMINOCAPROIC ACID,rosacea
INCOBOTULINUMTOXINA,rosacea
TRIAMCINOLONE ACETONIDE,frozen shoulder
ROMOSOZUMAB,Osteopenia
BRIVARACETAM,Seizure
SODIUM BICARBONATE,Acute kidney injury
LEVOSIMENDAN,Acute kidney injury
DEXMEDETOMIDINE,Acute kidney injury
ATROPINE,Hypoglycemia
RIFAXIMIN,Diarrhea
AXELOPRAN,Constipation
POLYETHYLENE GLYCOL,Constipation
MANNITOL,Bronchiectasis
EVOLOCUMAB,Hypercholesterolemia
FUROSEMIDE,Bronchiolitis
METHYLPREDNISOLONE,Cognitive impairment
SODIUM CHLORIDE,hemorrhage
IPRATROPIUM BROMIDE,Familial dysautonomia
NIACIN,Disorder of lipid metabolism
GW590735,Disorder of lipid metabolism
ICOSAPENT,Familial adenomatous polyposis
URSODIOL,Familial adenomatous polyposis
BISOPROLOL,Fish-eye disease
DALFAMPRIDINE,Proximal spinal muscular atrophy type 3
AZACITIDINE,chronic lymphocytic leukemia
CLOFARABINE,chronic lymphocytic leukemia
INFLUENZA VIRUS VACCINE,chronic lymphocytic leukemia
MDX-1342,chronic lymphocytic leukemia
CISPLATIN,gastric carcinoma
NEVIRAPINE,HIV-1 infection
LOPINAVIR,HIV-1 infection
DORAVIRINE,HIV-1 infection
RITONAVIR,HIV-1 infection
LERSIVIRINE,HIV-1 infection
DALANTERCEPT,head and neck squamous cell carcinoma
OLAPARIB,head and neck squamous cell carcinoma
LAMIVUDINE,hepatocellular carcinoma
PEGINTERFERON ALFA-2B,hepatocellular carcinoma
PACLITAXEL,hepatocellular carcinoma
ASCRINVACUMAB,hepatocellular carcinoma
OXALIPLATIN,hepatocellular carcinoma
DEFERASIROX,myelodysplastic syndrome
GALUNISERTIB,myelodysplastic syndrome
CYCLOPHOSPHAMIDE,myelodysplastic syndrome
LENALIDOMIDE,T-cell acute lymphoblastic leukemia
FLUDARABINE PHOSPHATE,acute lymphoblastic leukemia
DOVITINIB,adenoid cystic carcinoma
ATACIGUAT,aortic stenosis
LIGELIZUMAB,atopic eczema
MAPRACORAT,atopic eczema
ONABOTULINUMTOXINA,atrial fibrillation
MELATONIN,atrial fibrillation
CISPLATIN,bladder tumor
NIVOLUMAB,breast carcinoma
MK-2206,breast carcinoma
DACOMITINIB ANHYDROUS,carcinoma
BRIVANIB,carcinoma
DOXORUBICIN,carcinoma
ICOSAPENT ETHYL,cardiovascular disease
LOSMAPIMOD,cardiovascular disease
NIMOTUZUMAB,central nervous system cancer
PH-797804,chronic obstructive pulmonary disease
BATEFENTEROL,chronic obstructive pulmonary disease
LEVOFLOXACIN,chronic obstructive pulmonary disease
NAVARIXIN,chronic obstructive pulmonary disease
BENRALIZUMAB,chronic obstructive pulmonary disease
REPARIXIN,chronic pancreatitis
GIRENTUXIMAB,clear cell renal carcinoma
IXABEPILONE,clear cell renal carcinoma
ISOSORBIDE DINITRATE,congestive heart failure
ETROLIZUMAB,Crohn's disease
SECUKINUMAB,Crohn's disease
CHONDROITIN SULFATE SODIUM,Crohn's disease
BEVACIZUMAB,cutaneous melanoma
IPILIMUMAB,cutaneous melanoma
GSK-1070806,diabetes mellitus
OLMESARTAN MEDOXOMIL,diabetic nephropathy
BARDOXOLONE METHYL,diabetic nephropathy
BORTEZOMIB,diffuse large B-cell lymphoma
FOSTAMATINIB,diffuse large B-cell lymphoma
ENTACAPONE,epilepsy
TIVANTINIB,germ cell tumor
DOXORUBICIN,glioblastoma multiforme
CHLOROQUINE,glioblastoma multiforme
SEMUSTINE,glioblastoma multiforme
TNT-1B,glioblastoma multiforme
CELECOXIB,hypertension
ROSTAFUROXIN,hypertension
POTASSIUM CHLORIDE,hypertension
RABIES VACCINE,infection
ERTAPENEM SODIUM,infection
OMADACYCLINE TOSYLATE,infection
CHLORHEXIDINE GLUCONATE,infection
BUSERELIN ACETATE,infertility
OMEGA-3-ACID ETHYL ESTERS,injury
DEXTOFISOPAM,irritable bowel syndrome
ASPIRIN,ischemia
SUNITINIB MALATE,Kaposi's sarcoma
BUSULFAN,leukemia
PERIFOSINE,leukemia
NELARABINE,leukemia
INTERFERON ALFA-2B,leukemia
ERIBULIN MESYLATE,lymphoma
METHOXSALEN,lymphoma
PAZOPANIB HYDROCHLORIDE,mesothelioma
HEPARIN SODIUM,myocardial infarction
PERIFOSINE,neoplasm
DOVITINIB,neoplasm
CARBOPLATIN,neoplasm
FLUCONAZOLE,neoplasm
LINIFANIB,neoplasm
FUTUXIMAB,neoplasm
CIXUTUMUMAB,neoplasm
FORETINIB,neoplasm
TROMETHAMINE,neoplasm
IZORLISIB,neoplasm
TETANUS TOXOID,neoplasm
RIFAMPIN,neoplasm
TEMOZOLOMIDE,neuroblastoma
ALDESLEUKIN,neuroblastoma
DENOSUMAB,osteosarcoma
SODIUM FLUORIDE,periodontitis
SERELAXIN,preeclampsia
LABETALOL HYDROCHLORIDE,preeclampsia
PREDNISONE,prostate adenocarcinoma
ERIBULIN MESYLATE,prostate adenocarcinoma
ZOLEDRONIC ACID,prostate adenocarcinoma
BEVACIZUMAB,prostate adenocarcinoma
ORILOTIMOD POTASSIUM,psoriasis
PEFICITINIB,psoriasis
DOVITINIB,renal cell carcinoma
ERLOTINIB HYDROCHLORIDE,renal cell carcinoma
CEDIRANIB,renal cell carcinoma
FOSTAMATINIB,rheumatoid arthritis
IXEKIZUMAB,rheumatoid arthritis
TALMAPIMOD,rheumatoid arthritis
OZORALIZUMAB,rheumatoid arthritis
CENPLACEL-L,rheumatoid arthritis
MASITINIB,rheumatoid arthritis
PATECLIZUMAB,rheumatoid arthritis
NIVOLUMAB,sarcoma
ALUMINUM HYDROXIDE,severe acute respiratory syndrome
MELATONIN,skin disease
SODIUM LAURYL SULFATE,skin disease
FLUOCINONIDE,skin disease
UREA,skin disease
BB-10901,small cell lung carcinoma
ARSENIC TRIOXIDE,small cell lung carcinoma
LINSITINIB,small cell lung carcinoma
TIOPRONIN,subarachnoid hemorrhage
SIROLIMUS,systemic scleroderma
TELAPRISTONE ACETATE,uterine fibroid
RELUGOLIX,uterine fibroid
OFATUMUMAB,melanoma
INTETUMUMAB,melanoma
TESAMORELIN,HIV infection
CABOTEGRAVIR,HIV infection
INFLUENZA VIRUS VACCINE,HIV infection
TXA127,HIV infection
KD-247,HIV infection
RIFABUTIN,HIV infection
GLYCERIN,HIV infection
DIGOXIN,HIV infection
CYCLOPHOSPHAMIDE,HIV infection
MICONAZOLE,HIV infection
DEFERIPRONE,HIV infection
COBICISTAT,AIDS
CHOLECALCIFEROL,AIDS
THROMBOMODULIN ALFA,idiopathic pulmonary fibrosis
PAMREVLUMAB,idiopathic pulmonary fibrosis
DOVITINIB,malignant pleural mesothelioma
LATIGLUTENASE,celiac disease
TOPOTECAN HYDROCHLORIDE,cervical carcinoma
CARBOPLATIN,cervical carcinoma
TELAPRISTONE ACETATE,endometriosis
NORETHINDRONE ACETATE,endometriosis
ASOPRISNIL,endometriosis
CINACALCET,memory impairment
VILAZODONE,memory impairment
PAROXETINE,post-traumatic stress disorder
ORVEPITANT,post-traumatic stress disorder
VERUCERFONT,post-traumatic stress disorder
SERINE,post-traumatic stress disorder
PERINDOPRIL,post-traumatic stress disorder
TEZOSENTAN,pulmonary arterial hypertension
ACETAZOLAMIDE,pulmonary arterial hypertension
VERTEPORFIN,age-related macular degeneration
TABALUMAB,multiple myeloma
ALVOCIDIB,multiple myeloma
MINOCYCLINE,multiple myeloma
DALANTERCEPT,multiple myeloma
AFLIBERCEPT,multiple myeloma
TAMOXIFEN CITRATE,cervical adenocarcinoma
ENOXAPARIN SODIUM,cirrhosis of liver
SIMTUZUMAB,cirrhosis of liver
INCLACUMAB,coronary artery disease
